ID,duration,wav,spk_id,wrd
248-130644-0029,12.13,../data/librilight/librispeech_finetuning/9h/clean/248/130644/248-130644-0029.flac,248,THERE SEEMED TO BE A SUDDEN SUFFICIENT REASON FOR KEEPING UP THE FORMS OF LIFE AND EVEN THE WAITERS AT HOTELS SHOWED THE MORE ALACRITY IN DOING AWAY WITH CRUMBS AND CREASES AND DREGS WITH STRUGGLING FLIES IN THEM
248-130644-0030,15.235,../data/librilight/librispeech_finetuning/9h/clean/248/130644/248-130644-0030.flac,248,THIS POTENT CHARM ADDED TO THE FACT THAT SHE WAS THE ELDEST DAUGHTER TOWARD WHOM HER MAMMA HAD ALWAYS BEEN IN AN APOLOGETIC STATE OF MIND FOR THE EVILS BROUGHT ON HER BY A STEP FATHER MAY SEEM SO FULL A REASON FOR GWENDOLEN'S DOMESTIC EMPIRE
248-130644-0031,9.985,../data/librilight/librispeech_finetuning/9h/clean/248/130644/248-130644-0031.flac,248,THAT TO LOOK FOR ANY OTHER WOULD BE TO ASK THE REASON OF DAYLIGHT WHEN THE SUN IS SHINING BUT BEWARE OF ARRIVING AT CONCLUSIONS WITHOUT COMPARISON
248-130644-0032,13.165,../data/librilight/librispeech_finetuning/9h/clean/248/130644/248-130644-0032.flac,248,WHOSE FIRMNESS SHOWED ITSELF IN NO VERY GRACEFUL OR EUPHONIOUS WAY AND WHO WERE NOT ELDEST DAUGHTERS WITH A TENDER TIMID MOTHER COMPUNCTIOUS AT HAVING SUBJECTED THEM TO INCONVENIENCES
248-130644-0033,14.82,../data/librilight/librispeech_finetuning/9h/clean/248/130644/248-130644-0033.flac,248,SOME OF THEM WERE A VERY COMMON SORT OF MEN AND THE ONLY POINT OF RESEMBLANCE AMONG THEM ALL WAS A STRONG DETERMINATION TO HAVE WHAT WAS PLEASANT WITH A TOTAL FEARLESSNESS IN MAKING THEMSELVES DISAGREEABLE OR DANGEROUS WHEN THEY DID NOT GET IT
248-130644-0034,10.785,../data/librilight/librispeech_finetuning/9h/clean/248/130644/248-130644-0034.flac,248,THE FEAR AND THE FONDNESS BEING PERHAPS BOTH HEIGHTENED BY WHAT MAY BE CALLED THE IRIDESCENCE OF HER CHARACTER THE PLAY OF VARIOUS NAY CONTRARY TENDENCIES
248-130644-0035,15.25,../data/librilight/librispeech_finetuning/9h/clean/248/130644/248-130644-0035.flac,248,FOR MACBETH'S RHETORIC ABOUT THE IMPOSSIBILITY OF BEING MANY OPPOSITE THINGS IN THE SAME MOMENT REFERRED TO THE CLUMSY NECESSITIES OF ACTION AND NOT TO THE SUBTLER POSSIBILITIES OF FEELING WE CANNOT SPEAK A LOYAL WORD AND BE MEANLY SILENT
248-130644-0036,3.39,../data/librilight/librispeech_finetuning/9h/clean/248/130644/248-130644-0036.flac,248,WE CANNOT KILL AND NOT KILL IN THE SAME MOMENT
248-130652-0000,15.13,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0000.flac,248,CHAPTER TWELVE O GENTLEMEN THE TIME OF LIFE IS SHORT TO SPEND THAT SHORTNESS BASELY WERE TOO LONG IF LIFE DID RIDE UPON A DIAL'S POINT STILL ENDING AT THE ARRIVAL OF AN HOUR SHAKESPEARE
248-130652-0001,9.67,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0001.flac,248,ON THE SECOND DAY AFTER THE ARCHERY MEETING MISTER HENLEIGH MALLINGER GRANDCOURT WAS AT HIS BREAKFAST TABLE WITH MISTER LUSH EVERYTHING AROUND THEM WAS AGREEABLE
248-130652-0002,16.4,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0002.flac,248,THE STILL LIFE IN THE ROOM WHICH SEEMED THE STILLER FOR ITS SOBER ANTIQUATED ELEGANCE AS IF IT KEPT A CONSCIOUS WELL BRED SILENCE UNLIKE THE RESTLESSNESS OF VULGAR FURNITURE WHETHER THE GENTLEMEN WERE AGREEABLE TO EACH OTHER WAS LESS EVIDENT
248-130652-0003,14.41,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0003.flac,248,MISTER GRANDCOURT HAD DRAWN HIS CHAIR ASIDE SO AS TO FACE THE LAWN AND WITH HIS LEFT LEG OVER ANOTHER CHAIR AND HIS RIGHT ELBOW ON THE TABLE WAS SMOKING A LARGE CIGAR WHILE HIS COMPANION WAS STILL EATING THE DOGS
248-130652-0004,15.045,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0004.flac,248,GAVE A VACILLATING PREFERENCE FIRST TO ONE GENTLEMAN THEN TO THE OTHER BEING DOGS IN SUCH GOOD CIRCUMSTANCES THAT THEY COULD PLAY AT HUNGER AND LIKED TO BE SERVED WITH DELICACIES WHICH THEY DECLINED TO PUT IN THEIR MOUTHS ALL EXCEPT FETCH
248-130652-0005,11.73,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0005.flac,248,THE BEAUTIFUL LIVER COLORED WATER SPANIEL WHICH SAT WITH ITS FOREPAWS FIRMLY PLANTED AND ITS EXPRESSIVE BROWN FACE TURNED UPWARD WATCHING GRANDCOURT WITH UNSHAKEN CONSTANCY
248-130652-0006,12.0,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0006.flac,248,HE HELD IN HIS LAP A TINY MALTESE DOG WITH A TINY SILVER COLLAR AND BELL AND WHEN HE HAD A HAND UNUSED BY CIGAR OR COFFEE CUP IT RESTED ON THIS SMALL PARCEL OF ANIMAL WARMTH
248-130652-0007,15.055,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0007.flac,248,GRANDCOURT LOOKED AT HER WITH UNCHANGED FACE FOR HALF A MINUTE AND THEN TOOK THE TROUBLE TO LAY DOWN HIS CIGAR WHILE HE LIFTED THE UNIMPASSIONED FLUFF CLOSE TO HIS CHIN AND GAVE IT CARESSING PATS ALL THE WHILE GRAVELY WATCHING FETCH
248-130652-0008,15.89,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0008.flac,248,WHO POOR THING WHIMPERED INTERRUPTEDLY AS IF TRYING TO REPRESS THAT SIGN OF DISCONTENT AND AT LAST RESTED HER HEAD BESIDE THE APPEALING PAW LOOKING UP WITH PITEOUS BESEECHING SO AT LEAST A LOVER OF DOGS MUST HAVE INTERPRETED FETCH
248-130652-0009,13.605,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0009.flac,248,AND GRANDCOURT KEPT SO MANY DOGS THAT HE WAS REPUTED TO LOVE THEM AT ANY RATE HIS IMPULSE TO ACT JUST IN THAT WAY STARTED FROM SUCH AN INTERPRETATION BUT WHEN THE AMUSING ANGUISH BURST FORTH IN A HOWLING BARK
248-130652-0010,13.415,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0010.flac,248,THAT THE BRUTE OF A CIGAR REQUIRED RELIGHTING FETCH HAVING BEGUN TO WAIL FOUND LIKE OTHERS OF HER SEX THAT IT WAS NOT EASY TO LEAVE OFF INDEED THE SECOND HOWL WAS A LOUDER ONE AND THE THIRD WAS LIKE UNTO IT
248-130652-0011,13.09,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0011.flac,248,TURN OUT THAT BRUTE WILL YOU SAID GRANDCOURT TO LUSH WITHOUT RAISING HIS VOICE OR LOOKING AT HIM AS IF HE COUNTED ON ATTENTION TO THE SMALLEST SIGN AND LUSH IMMEDIATELY ROSE LIFTED FETCH THOUGH SHE WAS RATHER HEAVY
248-130652-0012,12.85,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0012.flac,248,SHALL YOU RIDE OR DRIVE TO QUETCHAM TO DAY I AM NOT GOING TO QUETCHAM YOU DID NOT GO YESTERDAY GRANDCOURT SMOKED IN SILENCE FOR HALF A MINUTE AND THEN SAID
248-130652-0013,14.435,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0013.flac,248,I SUPPOSE YOU SENT MY CARD AND INQUIRIES I WENT MYSELF AT FOUR AND SAID YOU WERE SURE TO BE THERE SHORTLY THEY WOULD SUPPOSE SOME ACCIDENT PREVENTED YOU FROM FULFILLING THE INTENTION ESPECIALLY IF YOU GO TO DAY
248-130652-0014,7.505,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0014.flac,248,SILENCE FOR A COUPLE OF MINUTES THEN GRANDCOURT SAID WHAT MEN ARE INVITED HERE WITH THEIR WIVES
248-130652-0015,13.1,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0015.flac,248,THEN THERE ARE MISTER HOLLIS AND LADY FLORA AND THE CUSHATS AND THE GOGOFFS RATHER A RAGGED LOT REMARKED GRANDCOURT AFTER A WHILE WHY DID YOU ASK THE GOGOFFS
248-130652-0016,11.755,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0016.flac,248,GRANDCOURT LIKE MANY OTHERS HAD TWO REMARKABLY DIFFERENT VOICES HITHERTO WE HAVE HEARD HIM SPEAKING IN A SUPERFICIAL INTERRUPTED DRAWL SUGGESTIVE CHIEFLY OF LANGUOR
248-130652-0017,12.6,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0017.flac,248,AND ONE OF YOUR DAMNED MUSICIANS BUT NOT A COMIC FELLOW I WONDER IF KLESMER WOULD CONSENT TO COME TO US WHEN HE LEAVES QUETCHAM NOTHING BUT FIRST CLASS MUSIC WILL GO DOWN WITH MISS ARROWPOINT
248-130652-0018,15.975,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0018.flac,248,LUSH SPOKE CARELESSLY BUT HE WAS REALLY SEIZING AN OPPORTUNITY AND FIXING AN OBSERVANT LOOK ON GRANDCOURT WHO NOW FOR THE FIRST TIME TURNED HIS EYES TOWARD HIS COMPANION BUT SLOWLY AND WITHOUT SPEAKING UNTIL HE HAD GIVEN TWO LONG LUXURIANT PUFFS
248-130652-0019,12.735,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0019.flac,248,WHEN HE SAID PERHAPS IN A LOWER TONE THAN EVER BUT WITH A PERCEPTIBLE EDGE OF CONTEMPT WHAT IN THE NAME OF NONSENSE HAVE I TO DO WITH MISS ARROWPOINT AND HER MUSIC
248-130652-0020,12.04,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0020.flac,248,YOU NEED NOT GIVE YOURSELF MUCH TROUBLE PERHAPS BUT SOME FORMS MUST BE GONE THROUGH BEFORE A MAN CAN MARRY A MILLION VERY LIKELY BUT I AM NOT GOING TO MARRY A MILLION
248-130652-0021,13.45,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0021.flac,248,THAT'S A PITY TO FLING AWAY AN OPPORTUNITY OF THIS SORT AND KNOCK DOWN YOUR OWN PLANS YOUR PLANS I SUPPOSE YOU MEAN YOU HAVE SOME DEBTS YOU KNOW AND THINGS MAY TURN OUT INCONVENIENTLY AFTER ALL
248-130652-0022,14.53,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0022.flac,248,AND THE DAUGHTER'S LOOKS AND MANNERS REQUIRE NO ALLOWANCES ANY MORE THAN IF SHE HADN'T A SIXPENCE SHE IS NOT BEAUTIFUL BUT EQUAL TO CARRYING ANY RANK AND SHE IS NOT LIKELY TO REFUSE SUCH PROSPECTS AS YOU CAN OFFER HER
248-130652-0023,13.915,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0023.flac,248,PERHAPS NOT THE FATHER AND MOTHER WOULD LET YOU DO ANYTHING YOU LIKE WITH THEM BUT I SHOULD NOT LIKE TO DO ANYTHING WITH THEM HERE IT WAS LUSH WHO MADE A LITTLE PAUSE BEFORE SPEAKING AGAIN
248-130652-0024,16.115,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0024.flac,248,AND THEN HE SAID IN A DEEP VOICE OF REMONSTRANCE GOOD GOD GRANDCOURT AFTER YOUR EXPERIENCE WILL YOU LET A WHIM INTERFERE WITH YOUR COMFORTABLE SETTLEMENT IN LIFE SPARE YOUR ORATORY I KNOW WHAT I AM GOING TO DO
248-130652-0025,13.66,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0025.flac,248,WHAT LUSH PUT DOWN HIS CIGAR AND THRUST HIS HANDS INTO HIS SIDE POCKETS AS IF HE HAD TO FACE SOMETHING EXASPERATING BUT MEANT TO KEEP HIS TEMPER I AM GOING TO MARRY THE OTHER GIRL
248-130652-0026,15.45,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0026.flac,248,HAVE YOU FALLEN IN LOVE THIS QUESTION CARRIED A STRONG SNEER I AM GOING TO MARRY HER YOU HAVE MADE HER AN OFFER ALREADY THEN NO SHE IS A YOUNG LADY WITH A WILL OF HER OWN I FANCY
248-130652-0027,15.24,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0027.flac,248,EXTREMELY WELL FITTED TO MAKE A RUMPUS SHE WOULD KNOW WHAT SHE LIKED SHE DOESN'T LIKE YOU SAID GRANDCOURT WITH THE GHOST OF A SMILE PERFECTLY TRUE SAID LUSH ADDING AGAIN IN A MARKEDLY SNEERING TONE
248-130652-0028,13.39,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0028.flac,248,HOWEVER IF YOU AND SHE ARE DEVOTED TO EACH OTHER THAT WILL BE ENOUGH GRANDCOURT TOOK NO NOTICE OF THIS SPEECH BUT SIPPED HIS COFFEE ROSE AND STROLLED OUT ON THE LAWN ALL THE DOGS FOLLOWING HIM
248-130652-0029,15.365,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0029.flac,248,LUSH GLANCED AFTER HIM A MOMENT THEN RESUMED HIS CIGAR AND LIT IT BUT SMOKED SLOWLY CONSULTING HIS BEARD WITH INSPECTING EYES AND FINGERS TILL HE FINALLY STROKED IT WITH AN AIR OF HAVING ARRIVED AT SOME CONCLUSION AND SAID IN A SUBDUED VOICE
248-130652-0030,13.94,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0030.flac,248,CHECK OLD BOY LUSH BEING A MAN OF SOME ABILITY HAD NOT KNOWN GRANDCOURT FOR FIFTEEN YEARS WITHOUT LEARNING WHAT SORT OF MEASURES WERE USELESS WITH HIM THOUGH WHAT SORT MIGHT BE USEFUL REMAINED OFTEN DUBIOUS
248-130652-0031,13.925,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0031.flac,248,IN THE BEGINNING OF HIS CAREER HE HELD A FELLOWSHIP AND WAS NEAR TAKING ORDERS FOR THE SAKE OF A COLLEGE LIVING BUT NOT BEING FOND OF THAT PROSPECT ACCEPTED INSTEAD THE OFFICE OF TRAVELING COMPANION TO A MARQUESS AND AFTERWARD TO YOUNG GRANDCOURT
248-130652-0032,14.25,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0032.flac,248,WHO HAD LOST HIS FATHER EARLY AND WHO FOUND LUSH SO CONVENIENT THAT HE HAD ALLOWED HIM TO BECOME PRIME MINISTER IN ALL HIS MORE PERSONAL AFFAIRS THE HABIT OF FIFTEEN YEARS HAD MADE GRANDCOURT MORE AND MORE IN NEED OF LUSH'S HANDINESS
248-130652-0033,15.025,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0033.flac,248,AND LUSH MORE AND MORE IN NEED OF THE LAZY LUXURY TO WHICH HIS TRANSACTIONS ON BEHALF OF GRANDCOURT MADE NO INTERRUPTION WORTH RECKONING I CANNOT SAY THAT THE SAME LENGTHENED HABIT HAD INTENSIFIED GRANDCOURT'S WANT OF RESPECT FOR HIS COMPANION
248-130652-0034,13.89,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0034.flac,248,SINCE THAT WANT HAD BEEN ABSOLUTE FROM THE BEGINNING BUT IT HAD CONFIRMED HIS SENSE THAT HE MIGHT KICK LUSH IF HE CHOSE ONLY HE NEVER DID CHOOSE TO KICK ANY ANIMAL BECAUSE THE ACT OF KICKING IS A COMPROMISING ATTITUDE
248-130652-0035,10.665,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0035.flac,248,AND A GENTLEMAN'S DOGS SHOULD BE KICKED FOR HIM HE ONLY SAID THINGS WHICH MIGHT HAVE EXPOSED HIMSELF TO BE KICKED IF HIS CONFIDANT HAD BEEN A MAN OF INDEPENDENT SPIRIT
248-130652-0036,13.99,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0036.flac,248,BUT WHAT SON OF A VICAR WHO HAS STINTED HIS WIFE AND DAUGHTERS OF CALICO IN ORDER TO SEND HIS MALE OFFSPRING TO OXFORD CAN KEEP AN INDEPENDENT SPIRIT WHEN HE IS BENT ON DINING WITH HIGH DISCRIMINATION RIDING GOOD HORSES
248-130652-0037,14.165,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0037.flac,248,LIVING GENERALLY IN THE MOST LUXURIANT HONEY BLOSSOMED CLOVER AND ALL WITHOUT WORKING MISTER LUSH HAD PASSED FOR A SCHOLAR ONCE AND HAD STILL A SENSE OF SCHOLARSHIP WHEN HE WAS NOT TRYING TO REMEMBER MUCH OF IT
248-130652-0038,13.05,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0038.flac,248,SINCE IN HIS OWN OPINION HE HAD NEVER DONE A BAD ACTION IT DID NOT SEEM NECESSARY TO CONSIDER WHETHER HE SHOULD BE LIKELY TO COMMIT ONE IF HIS LOVE OF EASE REQUIRED IT LUSH'S LOVE OF EASE WAS WELL SATISFIED AT PRESENT
248-130652-0039,5.69,../data/librilight/librispeech_finetuning/9h/clean/248/130652/248-130652-0039.flac,248,AND IF HIS PUDDINGS WERE ROLLED TOWARD HIM IN THE DUST HE TOOK THE INSIDE BITS AND FOUND THEM RELISHING
248-130697-0000,8.685,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0000.flac,248,ALL THINGS ARE CHANGES NOT INTO NOTHING BUT INTO THAT WHICH IS NOT AT PRESENT MARCUS AURELIUS
248-130697-0001,11.225,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0001.flac,248,DEEDS ARE THE PULSE OF TIME HIS BEATING LIFE AND RIGHTEOUS OR UNRIGHTEOUS BEING DONE MUST THROB IN AFTER THROBS TILL TIME ITSELF BE LAID IN DARKNESS
248-130697-0002,15.25,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0002.flac,248,AND THE UNIVERSE QUIVER AND BREATHE UPON NO MIRROR MORE IN THE EVENING SHE SENT FOR HIM AGAIN IT WAS ALREADY NEAR THE HOUR AT WHICH SHE HAD BEEN BROUGHT IN FROM THE SEA THE EVENING BEFORE
248-130697-0003,16.2,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0003.flac,248,AND THE LIGHT WAS SUBDUED ENOUGH WITH BLINDS DRAWN UP AND WINDOWS OPEN SHE WAS SEATED GAZING FIXEDLY ON THE SEA RESTING HER CHEEK ON HER HAND LOOKING LESS SHATTERED THAN WHEN HE HAD LEFT HER BUT WITH A DEEP MELANCHOLY IN HER EXPRESSION
248-130697-0004,15.515,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0004.flac,248,WHICH AS DERONDA APPROACHED HER PASSED INTO AN ANXIOUS TIMIDITY SHE DID NOT PUT OUT HER HAND BUT SAID HOW LONG AGO IT IS THEN WILL YOU SIT NEAR ME AGAIN A LITTLE WHILE
248-130697-0005,13.675,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0005.flac,248,AND AGAIN TURNED WITH THE SAME EXPRESSION WHICH YET DID NOT ISSUE IN SPEECH THERE WAS SOME FEAR HINDERING HER AND DERONDA WISHING TO RELIEVE HER TIMIDITY AVERTED HIS FACE
248-130697-0006,13.68,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0006.flac,248,PRESENTLY HE HEARD HER CRY IMPLORINGLY YOU WILL NOT SAY THAT ANY ONE ELSE SHOULD KNOW MOST DECIDEDLY NOT SAID DERONDA THERE IS NO ACTION THAT OUGHT TO BE TAKEN IN CONSEQUENCE
248-130697-0007,13.945,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0007.flac,248,BUT IF I HAD NOT HAD THAT MURDEROUS WILL THAT MOMENT IF I HAD THROWN THE ROPE ON THE INSTANT PERHAPS IT WOULD HAVE HINDERED DEATH NO I THINK NOT SAID DERONDA SLOWLY
248-130697-0008,11.565,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0008.flac,248,IF IT WERE TRUE THAT HE COULD SWIM HE MUST HAVE BEEN SEIZED WITH CRAMP WITH YOUR QUICKEST UTMOST EFFORT IT SEEMS IMPOSSIBLE THAT YOU COULD HAVE DONE ANYTHING TO SAVE HIM
248-130697-0009,13.395,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0009.flac,248,THAT MOMENTARY MURDEROUS WILL CANNOT I THINK HAVE ALTERED THE COURSE OF EVENTS ITS EFFECT IS CONFINED TO THE MOTIVES IN YOUR OWN BREAST WITHIN OURSELVES OUR EVIL WILL IS MOMENTOUS
248-130697-0010,16.04,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0010.flac,248,AND SOONER OR LATER IT WORKS ITS WAY OUTSIDE US IT MAY BE IN THE VITIATION THAT BREEDS EVIL ACTS BUT ALSO IT MAY BE IN THE SELF ABHORRENCE THAT STINGS US INTO BETTER STRIVING I AM SAVED FROM ROBBING OTHERS
248-130697-0011,16.06,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0011.flac,248,SHE SPOKE HESITATINGLY I HAD NOT THOUGHT OF THEM SAID DERONDA I WAS THINKING TOO MUCH OF THE OTHER THINGS PERHAPS YOU DON'T QUITE KNOW THE BEGINNING OF IT ALL SAID GWENDOLEN SLOWLY AS IF SHE WERE OVERCOMING HER RELUCTANCE
248-130697-0012,12.005,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0012.flac,248,THERE WAS SOME ONE ELSE HE OUGHT TO HAVE MARRIED AND I KNEW IT AND I TOLD HER I WOULD NOT HINDER IT AND I WENT AWAY THAT WAS WHEN YOU FIRST SAW ME
248-130697-0013,15.265,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0013.flac,248,BUT THEN WE BECAME POOR ALL AT ONCE AND I WAS VERY MISERABLE AND I WAS TEMPTED I THOUGHT I SHALL DO AS I LIKE AND MAKE EVERYTHING RIGHT I PERSUADED MYSELF AND IT WAS ALL DIFFERENT IT WAS ALL DREADFUL
248-130697-0014,9.79,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0014.flac,248,THEN CAME HATRED AND WICKED THOUGHTS THAT WAS HOW IT ALL CAME I TOLD YOU I WAS AFRAID OF MYSELF
248-130697-0015,13.065,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0015.flac,248,IF YOU DID NOT KNOW HOW MISERABLE I WAS YOU MIGHT BUT NOW IT HAS ALL BEEN NO USE I CAN CARE FOR NOTHING BUT SAVING THE REST FROM KNOWING POOR MAMMA
248-130697-0016,16.13,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0016.flac,248,WORTH ANYTHING WORTHY ENOUGH I SHALL ALWAYS BE TOO WICKED TO THE VOICE BROKE OFF HELPLESS DERONDA'S HEART WAS PIERCED HE TURNED HIS EYES ON HER POOR BESEECHING FACE AND SAID
248-130697-0017,14.085,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0017.flac,248,I BELIEVE THAT YOU MAY BECOME WORTHIER THAN YOU HAVE EVER YET BEEN WORTHY TO LEAD A LIFE THAT MAY BE A BLESSING NO EVIL DOOMS US HOPELESSLY EXCEPT THE EVIL WE LOVE AND DESIRE TO CONTINUE IN
248-130697-0018,16.82,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0018.flac,248,AND MAKE NO EFFORT TO ESCAPE FROM YOU HAVE MADE EFFORTS YOU WILL GO ON MAKING THEM BUT YOU WERE THE BEGINNING OF THEM YOU MUST NOT FORSAKE ME SAID GWENDOLEN LEANING WITH HER CLASPED HANDS ON THE ARM OF HER CHAIR AND LOOKING AT HIM
248-130697-0019,14.755,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0019.flac,248,WHILE HER FACE BORE PITEOUS TRACES OF THE LIFE EXPERIENCE CONCENTRATED IN THE TWENTY FOUR HOURS THAT NEW TERRIBLE LIFE LYING ON THE OTHER SIDE OF THE DEED WHICH FULFILLS A CRIMINAL DESIRE I WILL BEAR ANY PENANCE
248-130697-0020,14.66,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0020.flac,248,I WILL LEAD ANY LIFE YOU TELL ME BUT YOU MUST NOT FORSAKE ME YOU MUST BE NEAR IF YOU HAD BEEN NEAR ME IF I COULD HAVE SAID EVERYTHING TO YOU I SHOULD HAVE BEEN DIFFERENT YOU WILL NOT FORSAKE ME
248-130697-0021,12.875,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0021.flac,248,IT COULD NEVER BE MY IMPULSE TO FORSAKE YOU SAID DERONDA PROMPTLY WITH THAT VOICE WHICH LIKE HIS EYES HAD THE UNINTENTIONAL EFFECT OF MAKING HIS READY SYMPATHY SEEM MORE PERSONAL AND SPECIAL THAN IT REALLY WAS
248-130697-0022,12.88,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0022.flac,248,AND IN THAT MOMENT HE WAS NOT HIMSELF QUITE FREE FROM A FOREBODING OF SOME SUCH SELF COMMITTING EFFECT HIS STRONG FEELING FOR THIS STRICKEN CREATURE COULD NOT HINDER RUSHING IMAGES OF FUTURE DIFFICULTY
248-130697-0023,12.01,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0023.flac,248,TO AN INDEFINITE HOPE ANXIETIES BOTH IMMEDIATE AND DISTANT CROWDED ON HIS THOUGHT AND IT WAS UNDER THEIR INFLUENCE THAT AFTER A MOMENT'S SILENCE HE SAID
248-130697-0024,15.78,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0024.flac,248,AND I AM NOT WITHOUT HOPE THAT MISSUS DAVILOW MAY SHORTLY FOLLOW HIM HER PRESENCE WILL BE THE GREATEST COMFORT TO YOU IT WILL GIVE YOU A MOTIVE TO SAVE HER FROM UNNECESSARY PAIN YES YES I WILL TRY AND YOU WILL NOT GO AWAY
248-130697-0025,10.75,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0025.flac,248,NOT TILL AFTER SIR HUGO HAS COME BUT WE SHALL ALL GO TO ENGLAND AS SOON AS POSSIBLE SAID DERONDA NOT WISHING TO ENTER INTO PARTICULARS
248-130697-0026,9.525,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0026.flac,248,GWENDOLEN LOOKED TOWARD THE WINDOW AGAIN WITH AN EXPRESSION WHICH SEEMED LIKE A GRADUAL AWAKENING TO NEW THOUGHTS THE TWILIGHT WAS PERCEPTIBLY DEEPENING
248-130697-0027,12.6850625,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0027.flac,248,OR ELSE AT DIPLOW I AM QUITE UNCERTAIN WHERE I SHALL LIVE SAID DERONDA COLORING SHE WAS WARNED BY HIS CHANGED COLOR THAT SHE HAD SPOKEN TOO RASHLY AND FELL SILENT
248-130697-0028,14.99,../data/librilight/librispeech_finetuning/9h/clean/248/130697/248-130697-0028.flac,248,WHEN YOU ARE AMONG YOUR FRIENDS AGAIN YOU WILL DISCERN NEW DUTIES SAID DERONDA MAKE IT A TASK NOW TO GET AS WELL AND CALM AS MUCH LIKE YOURSELF AS YOU CAN BEFORE HE HESITATED
